Author,Title,Author_lastname,description,printType,pageCount,categories,maturityRating,infoLink,averageRating,ratingsCount,ISBN_10,ISBN_13,Published_Google,Original_Title
"Parr, Todd",The Family Book,Parr,"There are so many different types of families, and THE FAMILY BOOK celebrates them all in a funny, silly, and reassuring way. Todd Parr includes adopted families, step-families, one-parent families, and families with two parents of the same sex, as well as the traditional nuclear family. His quirky humor and bright, childlike illustrations will make children feel good about their families. Parents and teachers can use this book to encourage children to talk about their families and the different kinds of families that exist.",BOOK,32,['Juvenile Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=3raOOMz6LOIC&source=gbs_api,4,10,0316187100,9780316187107,2011-06-01,The Family Book
"Austrian, J.J.",Worm Loves Worm,Austrian,"Perfect for fans of And Tango Makes Three and The Sissy Duckling, this irresistible picture book is a celebration of love in all its splendid forms from debut author J. J. Austrian and the acclaimed author-illustrator of Little Elliot, Big City, Mike Curato. You are cordially invited to celebrate the wedding of a worm . . . and a worm. When a worm meets a special worm and they fall in love, you know what happens next: They get married! But their friends want to know—who will wear the dress? And who will wear the tux? The answer is: It doesn't matter. Because Worm loves worm.",BOOK,32,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=HN1IrgEACAAJ&dq=Worm+Loves+Worm+inauthor:Austrian&hl=&source=gbs_api,5,1,0062386336,9780062386335,2016-01-05,Worm Loves Worm
"Woodson, Jacqueline",Beneath a Meth Moon: An Elegy,Woodson,"Hurricane Katrina took her mother and granmother. And even though Laurel Daneau has moves on to a new life--one that includes a new best friend, a spot on the cheerleading squad, and dating the co-captain of the football team--she can't get past the pain of that loss. Then her new boyfriend introduces her to meth, and Laurel is instantly seduced by its spell, the way it erases, even if only temporarily, her memories. Soon Laurel is completely hooked, a shell of her former self, desperate to be whole again, but lacking the strength to break free. But with the help of a new friend--and the loyalty of an old one--she is able to rewrite her own story and move on with her own life. Dreamlike in quality and weaving flashbacks to the hurricane in with Laurel's present-day struggles, this is a stunning novel that readers won't want to miss.",BOOK,241,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=HPhsDwAAQBAJ&dq=Beneath+a+Meth+Moon+inauthor:Woodson&hl=&source=gbs_api,3.5,51,0142423920,9780142423929,2013-02-07,Beneath a Meth Moon: An Elegy
"Myers, Walter Dean",Dope Sick,Myers,"The itch starts when things get too heavy for Lil J. Skin popping or stealing pain pills from his mom help him relax. But Lil J's focus is wandering because money is short, and his man Rico knows a way to make some quick cash. It's supposed to be an easy deal, but it isn't so simple when the buyer is an undercover cop. With a gunshot wound to the arm, Rico in jail, and a police officer clinging to life, Lil J is starting to get dope sick. He'd do anything to change the last twenty-four hours, and when he stumbles into an abandoned crack house, it actually might be possible. . . . Walter Dean Myers weaves elements of magical realism into a harrowing story about drug use, violence, alternate perceptions of reality, and second chances.",BOOK,197,['Juvenile Fiction'],NOT_MATURE,http://books.google.com/books?id=gjhHD1st-DgC&dq=Dope+Sick+inauthor:Myers&hl=&source=gbs_api,4,12,0061214779,9780061214776,2009-02-10,Dope Sick
"Draper, Sharon M.",Romiette and Julio,Draper,"Do you feel the soul of another calling to you? Do you know in your heart that your destiny and his wore meant to merge In the cosmos? We can help you find him. When Romiette Cappelle and her best friend, Destiny, decide to order The Scientific Soul Mate System from the back of Heavy Hunks magazine, they're not sure what they're getting into. But Destiny, a self-proclaimed psychic, assures Romi that for $44.99 plus shipping and handling, it's the only way they're ever going to find out who their soul mates really are. If nothing else, maybe Romi will get some insight into that recurring dream she's been having about fire and water. But they never expect that the scented candle and tube of dream ointment will live up to their promises and merge Romiette's destiny with that of Julio Montague, a boy she's just met in the ""cosmos"" of an Internet chat room. It turns out they go to the same high school, not to mention having almost the same names as Shakespeare's famous lovers! Sweet-scented dreams of Julio have almost overtaken Romi's nightmares... ...when suddenly they return, but this time in real life. It seems the Devildogs, a local gang, violently oppose the relationship of Romiette and Julio. Soon they find themselves haunted by the purple-clad shadows of the gang, and the fire and water of Romiette's dream merge in ways more terrifying -- and ultimately more affirming -- than even Destiny could have foreseen.",BOOK,240,['Young Adult Fiction'],NOT_MATURE,https://play.google.com/store/books/details?id=7Cq3M4gD69gC&source=gbs_api,4,52,1442428856,9781442428850,2010-12-07,Romiette and Julio
"Evison, Jonathan",Lawn Boy,Evison,"Winner of the Alex Award “Mike Muñoz Is a Holden Caulfield for a New Millennium--a '10th-generation peasant with a Mexican last name, raised by a single mom on an Indian reservation' . . . Evison, as in his previous four novels, has a light touch and humorously guides the reader, this time through the minefield that is working-class America.” --The New York Times Book Review For Mike Muñoz, life has been a whole lot of waiting for something to happen. Not too many years out of high school and still doing menial work--and just fired from his latest gig as a lawn boy on a landscaping crew--he’s smart enough to know that he’s got to be the one to shake things up if he’s ever going to change his life. But how? He’s not qualified for much of anything. He has no particular talents, although he is stellar at handling a lawn mower and wielding clipping shears. But now that career seems to be behind him. So what’s next for Mike Muñoz? In this funny, biting, touching, and ultimately inspiring novel, bestselling author Jonathan Evison takes the reader into the heart and mind of a young man determined to achieve the American dream of happiness and prosperity--who just so happens to find himself along the way.",BOOK,337,['Fiction'],NOT_MATURE,http://books.google.com/books?id=AtecDwAAQBAJ&dq=Lawn+Boy+inauthor:Evison&hl=&source=gbs_api,4,13,1616209232,9781616209230,2019-03-19,Lawn Boy
"Lukoff, Kyle",Call Me Max,Lukoff,,BOOK,32,,NOT_MATURE,http://books.google.com/books?id=LMPrxgEACAAJ&dq=Call+Me+Max+inauthor:Lukoff&hl=&source=gbs_api,3,2,147886897X,9781478868972,2019-10-15,Call Me Max (Max and Friends Series)
"Curato, Mike",Flamer,Curato,"Award-winning author and artist Mike Curato draws on his own experiences in Flamer, his debut graphic novel, telling a difficult story with humor, compassion, and love. I know I’m not gay. Gay boys like other boys. I hate boys. They’re mean, and scary, and they’re always destroying something or saying something dumb or both. I hate that word. Gay. It makes me feel . . . unsafe. It's the summer between middle school and high school, and Aiden Navarro is away at camp. Everyone's going through changes—but for Aiden, the stakes feel higher. As he navigates friendships, deals with bullies, and spends time with Elias (a boy he can't stop thinking about), he finds himself on a path of self-discovery and acceptance.",BOOK,368,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=fGlmygEACAAJ&dq=Flamer+inauthor:Curato&hl=&source=gbs_api,4,10,1250756146,9781250756145,2020-09-01,Flamer
"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",Harris,"Introduces human sexuality, describes the changes brought about by puberty, and discusses sexual abuse, sexually transmitted diseases, AIDS, and pregnancy.",BOOK,98,['Juvenile Nonfiction'],NOT_MATURE,http://books.google.com/books?id=KWdW6QfVx5gC&dq=It%27s+Perfectly+Normal+inauthor:Harris&hl=&source=gbs_api,3.5,3,0763644846,9780763644840,2009,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"
"Levithan, David",Two Boys Kissing,Levithan,"NEW YORK TIMES BESTSELLER • STONEWALL HONOR BOOK • LAMBDA LITERARY AWARD WINNER • NATIONAL BOOK AWARD LONGLIST ""You have to read this.” —Rainbow Rowell, bestselling author of Eleanor & Park and Carry On From the New York Times bestselling author of Every Day, this love story of shared humanity and history Hypable calls ""an interconnecting web that will leave you emotionally exhausted and absolutely thrilled to have read something so beautiful and unique."" Based on true events—and narrated by a Greek Chorus of the generation of gay men lost to AIDS—Two Boys Kissing follows Harry and Craig, two seventeen-year-olds who are about to take part in a 32-hour marathon of kissing to set a new Guinness World Record. While the two increasingly dehydrated and sleep-deprived boys are locking lips, they become a focal point in the lives of other teens dealing with universal questions of love, identity, and belonging.",BOOK,226,['Young Adult Fiction'],NOT_MATURE,http://books.google.com/books?id=rlaPDQAAQBAJ&dq=Two+Boys+Kissing+inauthor:Levithan&hl=&source=gbs_api,4,2473,0307931919,9780307931917,2015-05-12,Two Boys Kissing
